dataset,model,cal_size,test_size,n_classes,VS_brier,VS_logloss,VS_ece-15,VS_accuracy,VS_time
fabert,NeuralNetFastAI,7413,824,7,0.38594162464141846,0.7771697044372559,0.03967229276895523,0.708737850189209,0.09522969811223447
fabert,NeuralNetTorch,7413,824,7,0.4151391386985779,0.8407610058784485,0.08514560759067535,0.7063106894493103,0.08894971082918346
fabert,RandomForest,7413,824,7,0.3844261169433594,0.7791150808334351,0.03525374457240105,0.7026699185371399,0.09491854486986995
fabert,XGBoost,7413,824,7,0.3605135977268219,0.7386849522590637,0.03471207618713379,0.7245145440101624,0.10006308695301414
first-order-theorem-proving,CatBoost,5506,612,6,0.5049277544021606,1.0343382358551025,0.06308437138795853,0.6241829991340637,0.05735925817862153
first-order-theorem-proving,ExtraTrees,5506,612,6,0.5098156332969666,1.0506280660629272,0.046360477805137634,0.6029411554336548,0.0467291718814522
first-order-theorem-proving,LightGBM,5506,612,6,0.508348286151886,1.045705795288086,0.040973175317049026,0.6127451062202454,0.049441091949120164
first-order-theorem-proving,LinearModel,5506,612,6,0.6450445652008057,1.3710668087005615,0.049878399819135666,0.48366013169288635,0.047340007964521646
first-order-theorem-proving,NeuralNetFastAI,5506,612,6,0.5577830672264099,1.155314564704895,0.04876311868429184,0.5718954205513,0.06125807203352451
first-order-theorem-proving,NeuralNetTorch,5506,612,6,0.5413274168968201,1.1181608438491821,0.02972344309091568,0.576797366142273,0.03760049701668322
first-order-theorem-proving,RandomForest,5506,612,6,0.5063917636871338,1.0447816848754883,0.031339794397354126,0.6094771027565002,0.05215046601369977
first-order-theorem-proving,XGBoost,5506,612,6,0.5029345750808716,1.0346859693527222,0.04554842412471771,0.6241829991340637,0.04161583096720278
har,CatBoost,9269,1030,6,0.004717282019555569,0.008520830422639847,0.005968458019196987,0.9961165189743042,0.1262935809791088
har,ExtraTrees,9269,1030,6,0.017881887033581734,0.03123103827238083,0.008887103758752346,0.9873786568641663,0.28903937805444
har,LightGBM,9269,1030,6,0.0018480359576642513,0.004894412588328123,0.004285805393010378,1.0,0.04109099297784269
har,LinearModel,9269,1030,6,0.015079199336469173,0.02706868201494217,0.008807522244751453,0.9902912378311157,0.14171829307451844
har,NeuralNetFastAI,9269,1030,6,0.006840328685939312,0.013872661627829075,0.007742437534034252,0.9970873594284058,0.13596471305936575
har,NeuralNetTorch,9269,1030,6,0.010527162812650204,0.0209206510335207,0.005112607032060623,0.9941747784614563,0.22110801399685442
har,RandomForest,9269,1030,6,0.028479350730776787,0.05111777409911156,0.008546022698283195,0.9825242757797241,0.22193624102510512
har,XGBoost,9269,1030,6,0.005195323843508959,0.009388935752213001,0.005620752461254597,0.9980582594871521,0.2382968480233103
isolet,CatBoost,7017,780,26,0.07166214287281036,0.1338636726140976,0.02067067287862301,0.9461538195610046,0.14929749513976276
isolet,ExtraTrees,7017,780,26,0.08813322335481644,0.1794380396604538,0.02299165539443493,0.9371795058250427,0.45882765599526465
isolet,LightGBM,7017,780,26,0.05133583024144173,0.13518865406513214,0.010649282485246658,0.964102566242218,0.29522960097528994
isolet,LinearModel,7017,780,26,0.0602671355009079,0.12797586619853973,0.011550664901733398,0.9576923251152039,0.45029850490391254
isolet,NeuralNetFastAI,7017,780,26,0.044748857617378235,0.21221742033958435,0.008139504119753838,0.9692307710647583,1.1155219671782106
isolet,NeuralNetTorch,7017,780,26,0.05667414143681526,0.12315183132886887,0.014940841123461723,0.9628205299377441,0.3321809940971434
isolet,RandomForest,7017,780,26,0.10868188738822937,0.23356863856315613,0.017087422311306,0.9179487228393555,0.2537985669914633
isolet,XGBoost,7017,780,26,0.0629960149526596,0.13574253022670746,0.010739338584244251,0.9551281929016113,0.13194218021817505
jungle_chess_2pcs_raw_endgame_complete,CatBoost,40337,4482,3,0.1643521934747696,0.24825488030910492,0.04012105241417885,0.8612226843833923,0.06376836006529629
jungle_chess_2pcs_raw_endgame_complete,ExtraTrees,40337,4482,3,0.18742039799690247,0.28874772787094116,0.05846123397350311,0.8255243301391602,0.13515633717179298
jungle_chess_2pcs_raw_endgame_complete,LightGBM,40337,4482,3,0.14391541481018066,0.21497461199760437,0.04813239723443985,0.8659080862998962,0.0687022190541029
jungle_chess_2pcs_raw_endgame_complete,LinearModel,40337,4482,3,0.4329127073287964,0.7304393649101257,0.018197523429989815,0.6742525696754456,0.10546639608219266
jungle_chess_2pcs_raw_endgame_complete,NeuralNetFastAI,40337,4482,3,0.10401871800422668,0.15401318669319153,0.0163542740046978,0.9065149426460266,0.12272865395061672
jungle_chess_2pcs_raw_endgame_complete,NeuralNetTorch,40337,4482,3,0.024529486894607544,0.043026089668273926,0.015038890764117241,0.9857206344604492,0.07891168678179383
jungle_chess_2pcs_raw_endgame_complete,RandomForest,40337,4482,3,0.1904660314321518,0.2948743999004364,0.05422143638134003,0.8219544887542725,0.07706303405575454
jungle_chess_2pcs_raw_endgame_complete,XGBoost,40337,4482,3,0.1387796252965927,0.20730595290660858,0.03502032160758972,0.8801873922348022,0.07035237387754023
kr-vs-k,CatBoost,25250,2806,18,0.13024230301380157,0.2639594078063965,0.03205069899559021,0.9183891415596008,0.5821736860089004
kr-vs-k,ExtraTrees,25250,2806,18,0.17666752636432648,0.40867796540260315,0.04906832426786423,0.884889543056488,0.7850860541220754
kr-vs-k,LightGBM,25250,2806,18,0.11930151283740997,0.23991826176643372,0.04246096312999725,0.9272986650466919,0.4781847840640694
kr-vs-k,LinearModel,25250,2806,18,0.7917381525039673,1.8389456272125244,0.04274182394146919,0.3371347188949585,0.5821856029797345
kr-vs-k,NeuralNetFastAI,25250,2806,18,0.15744107961654663,0.289948046207428,0.04209035634994507,0.8941553831100464,0.6850583679042757
kr-vs-k,NeuralNetTorch,25250,2806,18,0.11469146609306335,0.2139330357313156,0.045264847576618195,0.9244475960731506,0.669355602003634
kr-vs-k,RandomForest,25250,2806,18,0.17315791547298431,0.4106229543685913,0.06063259765505791,0.8898788094520569,0.4654661980457604
kr-vs-k,XGBoost,25250,2806,18,0.11648313701152802,0.23108047246932983,0.03184708580374718,0.928011417388916,0.49042498879134655
led24,CatBoost,2880,320,10,0.39780083298683167,0.8259940147399902,0.08879275619983673,0.7124999761581421,0.03464046586304903
led24,ExtraTrees,2880,320,10,0.3969652056694031,0.8128520846366882,0.06641241163015366,0.7124999761581421,0.03598627704195678
led24,LightGBM,2880,320,10,0.39973580837249756,0.8356119394302368,0.0558035708963871,0.7124999761581421,0.028961949981749058
led24,LinearModel,2880,320,10,0.39612412452697754,0.8173376321792603,0.060670334845781326,0.715624988079071,0.03408536221832037
led24,NeuralNetFastAI,2880,320,10,0.38292962312698364,0.7968279123306274,0.04102153703570366,0.7281249761581421,0.040369840105995536
led24,NeuralNetTorch,2880,320,10,0.38433951139450073,0.792170524597168,0.06651093810796738,0.734375,0.052014013985171914
led24,RandomForest,2880,320,10,0.3936537206172943,0.8058068156242371,0.06532435119152069,0.721875011920929,0.03581467201001942
led24,XGBoost,2880,320,10,0.398989200592041,0.8373541831970215,0.07787977159023285,0.715624988079071,0.03051333804614842
letter,CatBoost,18000,2000,26,0.03332408517599106,0.06930233538150787,0.0055863759480416775,0.9785000085830688,0.24136530584655702
letter,ExtraTrees,18000,2000,26,0.04088520631194115,0.08440583944320679,0.007901335135102272,0.9739999771118164,0.671821896918118
letter,LightGBM,18000,2000,26,0.033593785017728806,0.07300091534852982,0.008505786769092083,0.9779999852180481,0.2514927010051906
letter,LinearModel,18000,2000,26,0.30496200919151306,0.796048641204834,0.055697981268167496,0.7985000014305115,0.20339326816610992
letter,NeuralNetFastAI,18000,2000,26,0.020346207544207573,0.041803959757089615,0.008038175292313099,0.9860000014305115,0.2314981350209564
letter,NeuralNetTorch,18000,2000,26,0.021412823349237442,0.04149946942925453,0.006424622144550085,0.9850000143051147,0.16426511807367206
letter,RandomForest,18000,2000,26,0.052724823355674744,0.11463065445423126,0.017112307250499725,0.9674999713897705,0.3908389590214938
letter,XGBoost,18000,2000,26,0.03759937360882759,0.07977046072483063,0.005916920490562916,0.9760000109672546,0.1751432700548321
mfeat-factors,CatBoost,1800,200,10,0.048225630074739456,0.11382361501455307,0.027840182185173035,0.9750000238418579,0.054017688147723675
mfeat-factors,ExtraTrees,1800,200,10,0.050239186733961105,0.1258455365896225,0.02119077369570732,0.9700000286102295,0.07971055805683136
mfeat-factors,LightGBM,1800,200,10,0.043700121343135834,0.10554966330528259,0.022880667820572853,0.9800000190734863,0.04980319598689675
mfeat-factors,LinearModel,1800,200,10,0.03267839550971985,0.0805700495839119,0.018758488819003105,0.9800000190734863,0.04636595002375543
mfeat-factors,NeuralNetFastAI,1800,200,10,0.03259784355759621,0.053850237280130386,0.01859726570546627,0.9750000238418579,0.05330009595490992
mfeat-factors,NeuralNetTorch,1800,200,10,0.03278868645429611,0.11865399032831192,0.01637347787618637,0.9850000143051147,0.06122093088924885
mfeat-factors,RandomForest,1800,200,10,0.05419781804084778,0.11679510772228241,0.023622499778866768,0.9700000286102295,0.07671558018773794
mfeat-factors,XGBoost,1800,200,10,0.04459564760327339,0.10513465851545334,0.0229792520403862,0.9750000238418579,0.04438017797656357
micro-mass,CatBoost,513,58,20,0.05209573358297348,0.10152402520179749,0.04817024618387222,0.9655172228813171,0.1262787540908903
micro-mass,ExtraTrees,513,58,20,0.08339756727218628,0.1490483433008194,0.09227729588747025,0.931034505367279,0.23812510096468031
micro-mass,LightGBM,513,58,20,0.09101150929927826,0.15351061522960663,0.061977073550224304,0.931034505367279,0.08033530390821397
micro-mass,LinearModel,513,58,20,0.07558123767375946,0.14311514794826508,0.052274178713560104,0.9482758641242981,0.09883650788106024
micro-mass,NeuralNetFastAI,513,58,20,0.2039831131696701,0.4395134150981903,0.1318308264017105,0.8793103694915771,0.0688137928955257
micro-mass,NeuralNetTorch,513,58,20,0.08688030391931534,0.20332928001880646,0.04999437928199768,0.9482758641242981,0.03010395192541182
micro-mass,RandomForest,513,58,20,0.08996874839067459,0.15557211637496948,0.07112723588943481,0.931034505367279,0.26070823706686497
micro-mass,XGBoost,513,58,20,0.1395747810602188,0.2564440071582794,0.07001936435699463,0.8793103694915771,0.16724873497150838
microaggregation2,CatBoost,18000,2000,5,0.4814784526824951,0.9071778059005737,0.026817703619599342,0.637499988079071,0.10905260709114373
microaggregation2,ExtraTrees,18000,2000,5,0.4910055994987488,0.9311527013778687,0.019205085933208466,0.6259999871253967,0.12470498611219227
microaggregation2,LightGBM,18000,2000,5,0.477278470993042,0.8944210410118103,0.021381773054599762,0.6380000114440918,0.11560866702347994
microaggregation2,LinearModel,18000,2000,5,0.5534425377845764,1.044047236442566,0.021448073908686638,0.5839999914169312,0.15725892200134695
microaggregation2,NeuralNetFastAI,18000,2000,5,0.4573717415332794,0.8574624061584473,0.018081720918416977,0.652999997138977,0.11469980399124324
microaggregation2,NeuralNetTorch,18000,2000,5,0.46614721417427063,0.8727993369102478,0.028705192729830742,0.6455000042915344,0.12039661011658609
microaggregation2,RandomForest,18000,2000,5,0.4939994812011719,0.934432864189148,0.02296333760023117,0.6330000162124634,0.09009905299171805
microaggregation2,XGBoost,18000,2000,5,0.47990524768829346,0.9007052183151245,0.020908942446112633,0.6315000057220459,0.11550226504914463
okcupid-stem,CatBoost,45710,5079,3,0.3358999490737915,0.5626933574676514,0.010294495150446892,0.7625516653060913,0.13016099319793284
okcupid-stem,ExtraTrees,45710,5079,3,0.35495561361312866,0.5900999903678894,0.011935221031308174,0.7456192374229431,0.13887503906153142
okcupid-stem,LightGBM,45710,5079,3,0.3391105532646179,0.5653363466262817,0.017509885132312775,0.758417010307312,0.12419235100969672
okcupid-stem,LinearModel,45710,5079,3,0.3448817729949951,0.5758249163627625,0.01647856831550598,0.7566450238227844,0.1311473031528294
okcupid-stem,NeuralNetFastAI,45710,5079,3,0.34196746349334717,0.5696695446968079,0.015375405550003052,0.7582201361656189,0.1416231777984649
okcupid-stem,NeuralNetTorch,45710,5079,3,0.3374282121658325,0.5637018084526062,0.015446473844349384,0.7629454731941223,0.07465568883344531
okcupid-stem,RandomForest,45710,5079,3,0.3542543351650238,0.5889567136764526,0.013160556554794312,0.7458161115646362,0.15755156590603292
okcupid-stem,XGBoost,45710,5079,3,0.338914692401886,0.5657249689102173,0.014182694256305695,0.7599921226501465,0.12069476395845413
optdigits,CatBoost,5058,562,10,0.020890910178422928,0.04767966270446777,0.004461848177015781,0.9875444769859314,0.06001479993574321
optdigits,ExtraTrees,5058,562,10,0.02285796031355858,0.05171310156583786,0.010649695061147213,0.9839857816696167,0.17558852094225585
optdigits,LightGBM,5058,562,10,0.018435373902320862,0.04301004856824875,0.006210346706211567,0.9893238544464111,0.0777884740382433
optdigits,LinearModel,5058,562,10,0.05396314710378647,0.09392908960580826,0.015161151066422462,0.9679715037345886,0.061453890055418015
optdigits,NeuralNetFastAI,5058,562,10,0.019587311893701553,0.037385132163763046,0.008185036480426788,0.9893238544464111,0.06709878309629858
optdigits,NeuralNetTorch,5058,562,10,0.01357831247150898,0.030566653236746788,0.01256331242620945,0.9928825497627258,0.08378857001662254
optdigits,RandomForest,5058,562,10,0.04025951027870178,0.08061853051185608,0.016206584870815277,0.9679715037345886,0.15681961202062666
optdigits,XGBoost,5058,562,10,0.03146456554532051,0.060414452105760574,0.011012092232704163,0.9786477088928223,0.06644894508644938
page-blocks,CatBoost,4925,548,5,0.04320542514324188,0.08735588192939758,0.007592387963086367,0.970802903175354,0.050384096102789044
page-blocks,ExtraTrees,4925,548,5,0.04262197017669678,0.11658059060573578,0.008992320857942104,0.974452555179596,0.0470811421982944
page-blocks,LightGBM,4925,548,5,0.042207349091768265,0.08740971237421036,0.010921887122094631,0.9689781069755554,0.05487615708261728
page-blocks,LinearModel,4925,548,5,0.046360261738300323,0.09947370737791061,0.016371702775359154,0.9671533107757568,0.05211349413730204
page-blocks,NeuralNetFastAI,4925,548,5,0.05100158601999283,0.10407162457704544,0.011698736809194088,0.9635036587715149,0.05689408699981868
page-blocks,NeuralNetTorch,4925,548,5,0.037520572543144226,0.08383777737617493,0.013303657062351704,0.974452555179596,0.044130997033789754
page-blocks,RandomForest,4925,548,5,0.040849581360816956,0.10003455728292465,0.009969908744096756,0.970802903175354,0.048665032954886556
page-blocks,XGBoost,4925,548,5,0.04128899425268173,0.08347540348768234,0.012700061313807964,0.9762773513793945,0.05249490006826818
pendigits,CatBoost,9892,1100,10,0.0053797150030732155,0.010370412841439247,0.0027906803879886866,0.9954545497894287,0.14792697899974883
pendigits,ExtraTrees,9892,1100,10,0.009316532872617245,0.019712846726179123,0.0026516071520745754,0.9936363697052002,0.24976996192708611
pendigits,LightGBM,9892,1100,10,0.009020782075822353,0.017089257016777992,0.00490473210811615,0.9945454597473145,0.17083527194336057
pendigits,LinearModel,9892,1100,10,0.07097884267568588,0.14649280905723572,0.02192762866616249,0.9572727084159851,0.1625642857979983
pendigits,NeuralNetFastAI,9892,1100,10,0.004700958728790283,0.010957685299217701,0.0031471485272049904,0.9981818199157715,0.11956203612498939
pendigits,NeuralNetTorch,9892,1100,10,0.003116603707894683,0.00690864771604538,0.004872266203165054,0.9972727298736572,0.4437376679852605
pendigits,RandomForest,9892,1100,10,0.017315976321697235,0.03197449818253517,0.00834774412214756,0.9881818294525146,0.22230681404471397
pendigits,XGBoost,9892,1100,10,0.011141853407025337,0.02185150422155857,0.004452756606042385,0.9936363697052002,0.13854206795804203
robert,CatBoost,9000,1000,10,0.5925513505935669,1.3042447566986084,0.04418192058801651,0.5519999861717224,0.08295633411034942
robert,ExtraTrees,9000,1000,10,0.6642335057258606,1.5215497016906738,0.0555470772087574,0.4690000116825104,0.1953464657999575
robert,LightGBM,9000,1000,10,0.569564700126648,1.2498847246170044,0.03583094850182533,0.5580000281333923,0.06880207918584347
robert,LinearModel,9000,1000,10,0.7796844840049744,1.845129132270813,0.07596931606531143,0.3490000069141388,0.27807116392068565
robert,NeuralNetFastAI,9000,1000,10,0.6582077741622925,1.4795570373535156,0.040822386741638184,0.4729999899864197,0.10292349685914814
robert,NeuralNetTorch,9000,1000,10,0.6481079459190369,1.4673813581466675,0.04938100278377533,0.49000000953674316,0.091113172005862
robert,RandomForest,9000,1000,10,0.6693625450134277,1.539239764213562,0.03588877245783806,0.47099998593330383,0.1898129340261221
robert,XGBoost,9000,1000,10,0.6045364141464233,1.3391191959381104,0.04174705594778061,0.5249999761581421,0.2087497957982123
satimage,CatBoost,5787,643,6,0.11619115620851517,0.20374982059001923,0.015523834154009819,0.9160186648368835,0.09715052088722587
satimage,ExtraTrees,5787,643,6,0.11846769601106644,0.20917099714279175,0.02001716010272503,0.9129082560539246,0.09411285608075559
satimage,LightGBM,5787,643,6,0.11835839599370956,0.2084108293056488,0.014073100872337818,0.917573869228363,0.07448893506079912
satimage,LinearModel,5787,643,6,0.18828551471233368,0.33577200770378113,0.03725477680563927,0.8600311279296875,0.04982621315866709
satimage,NeuralNetFastAI,5787,643,6,0.10918472707271576,0.18588565289974213,0.02172844111919403,0.920684278011322,0.07440476398915052
satimage,NeuralNetTorch,5787,643,6,0.11270387470722198,0.1925986409187317,0.022394098341464996,0.917573869228363,0.0772190389689058
satimage,RandomForest,5787,643,6,0.12216509133577347,0.2191229909658432,0.01743685081601143,0.9191290736198425,0.08289490197785199
satimage,XGBoost,5787,643,6,0.11520490050315857,0.2146475464105606,0.01187903806567192,0.9253499507904053,0.087968337116763
segment,CatBoost,2079,231,7,0.029856983572244644,0.07565827667713165,0.021376989781856537,0.9870129823684692,0.10377974389120936
segment,ExtraTrees,2079,231,7,0.0304904542863369,0.10895594209432602,0.018503407016396523,0.9783549904823303,0.09347180812619627
segment,LightGBM,2079,231,7,0.03691795840859413,0.09067978709936142,0.012749383226037025,0.9783549904823303,0.046246783109381795
segment,LinearModel,2079,231,7,0.04579541087150574,0.09821557998657227,0.025639677420258522,0.9783549904823303,0.0726638410706073
segment,NeuralNetFastAI,2079,231,7,0.03646913170814514,0.07146060466766357,0.029601724818348885,0.9783549904823303,0.04340544599108398
segment,NeuralNetTorch,2079,231,7,0.03142334520816803,0.0630127340555191,0.0337822288274765,0.9913420081138611,0.15453055687248707
segment,RandomForest,2079,231,7,0.03250397741794586,0.0986679345369339,0.01242066640406847,0.9783549904823303,0.30331198405474424
segment,XGBoost,2079,231,7,0.04113205894827843,0.09400811046361923,0.01750434935092926,0.9740259647369385,0.08506530593149364
semeion,CatBoost,1433,160,10,0.0964815765619278,0.20331010222434998,0.03425462171435356,0.9375,0.028653062880039215
semeion,ExtraTrees,1433,160,10,0.15379923582077026,0.3824536204338074,0.04531396925449371,0.893750011920929,0.058211315888911486
semeion,LightGBM,1433,160,10,0.13014771044254303,0.27908235788345337,0.050602708011865616,0.9125000238418579,0.029611865058541298
semeion,LinearModel,1433,160,10,0.13626238703727722,0.27692434191703796,0.05159357562661171,0.90625,0.031108287861570716
semeion,NeuralNetFastAI,1433,160,10,0.10158707201480865,0.20117588341236115,0.039283499121665955,0.9312499761581421,0.03324770415201783
semeion,NeuralNetTorch,1433,160,10,0.10793845355510712,0.21187672019004822,0.059771593660116196,0.925000011920929,0.0324494878295809
semeion,RandomForest,1433,160,10,0.15467430651187897,0.3741832673549652,0.07723373174667358,0.8812500238418579,0.04920049989596009
semeion,XGBoost,1433,160,10,0.13335132598876953,0.28680792450904846,0.06213860958814621,0.90625,0.027482425095513463
soybean,CatBoost,614,69,19,0.09620083123445511,0.1656547337770462,0.0655967965722084,0.95652174949646,0.01333623006939888
soybean,ExtraTrees,614,69,19,0.0903724879026413,0.14036229252815247,0.045885030180215836,0.9420289993286133,0.027794554131105542
soybean,LightGBM,614,69,19,0.07015778869390488,0.1213521808385849,0.04069168493151665,0.95652174949646,0.038147710962221026
soybean,LinearModel,614,69,19,0.11383601278066635,0.23098185658454895,0.0641401931643486,0.9275362491607666,0.112270476995036
soybean,NeuralNetFastAI,614,69,19,0.09872642904520035,0.15789875388145447,0.05448397994041443,0.9420289993286133,0.14298048405908048
soybean,NeuralNetTorch,614,69,19,0.12393736839294434,0.21483232080936432,0.07633493840694427,0.9130434989929199,0.021532195154577494
soybean,RandomForest,614,69,19,0.09324660152196884,0.14237071573734283,0.05089564621448517,0.9420289993286133,0.05126534006558359
soybean,XGBoost,614,69,19,0.09551557153463364,0.18323363363742828,0.06680266559123993,0.9420289993286133,0.020254207076504827
splice,CatBoost,2871,319,3,0.056729625910520554,0.10844599455595016,0.020771170035004616,0.962382435798645,0.015479208203032613
splice,ExtraTrees,2871,319,3,0.08212045580148697,0.1481657326221466,0.03274863213300705,0.9435736536979675,0.017365243984386325
splice,LightGBM,2871,319,3,0.06163865700364113,0.11842195689678192,0.01703866384923458,0.962382435798645,0.013149157166481018
splice,LinearModel,2871,319,3,0.09297739714384079,0.1854696273803711,0.03004138544201851,0.9435736536979675,0.02429626788944006
splice,NeuralNetFastAI,2871,319,3,0.056250713765621185,0.10862645506858826,0.016443049535155296,0.9592476487159729,0.015347150852903724
splice,NeuralNetTorch,2871,319,3,0.06524848937988281,0.12494133412837982,0.021508418023586273,0.9561128616333008,0.014217319199815392
splice,RandomForest,2871,319,3,0.0821070745587349,0.14465250074863434,0.03539498895406723,0.9404388666152954,0.017359968042001128
splice,XGBoost,2871,319,3,0.05382726341485977,0.10030200332403183,0.0121243204921484,0.9655172228813171,0.014243756886571646
steel-plates-fault,CatBoost,1746,195,7,0.2388186901807785,0.4615190625190735,0.0598771907389164,0.8153846263885498,0.04468270717188716
steel-plates-fault,ExtraTrees,1746,195,7,0.2611357569694519,0.4969862401485443,0.05258970707654953,0.8153846263885498,0.043887770967558026
steel-plates-fault,LightGBM,1746,195,7,0.2436877340078354,0.48141270875930786,0.05643533542752266,0.8307692408561707,0.0479629950132221
steel-plates-fault,LinearModel,1746,195,7,0.35186442732810974,0.6783417463302612,0.07706859707832336,0.7589743733406067,0.040906763868406415
steel-plates-fault,NeuralNetFastAI,1746,195,7,0.3055301904678345,0.5781693458557129,0.09133831411600113,0.7846153974533081,0.04344176687300205
steel-plates-fault,NeuralNetTorch,1746,195,7,0.33062928915023804,0.6061064600944519,0.06562329828739166,0.7333333492279053,0.039507863111793995
steel-plates-fault,RandomForest,1746,195,7,0.2532235383987427,0.5284047722816467,0.05218205228447914,0.8205128312110901,0.038713076850399375
steel-plates-fault,XGBoost,1746,195,7,0.24178437888622284,0.4858880937099457,0.05336789786815643,0.8358974456787109,0.044801773969084024
synthetic_control,CatBoost,540,60,6,0.0006064029294066131,0.005491314455866814,0.005325064994394779,1.0,0.05203140596859157
synthetic_control,ExtraTrees,540,60,6,0.00507011404260993,0.012319709174335003,0.010632594116032124,1.0,0.07739023887552321
synthetic_control,LightGBM,540,60,6,6.840706191724166e-05,0.0013725230237469077,0.001355290412902832,1.0,0.02594146504998207
synthetic_control,LinearModel,540,60,6,0.0003510596579872072,0.004942147061228752,0.004851162433624268,1.0,0.044243600917980075
synthetic_control,NeuralNetFastAI,540,60,6,6.328640665742569e-06,0.0002610624651424587,0.00025963783264160156,1.0,0.0345867769792676
synthetic_control,NeuralNetTorch,540,60,6,0.06660858541727066,0.3789248764514923,0.03331869840621948,0.9666666388511658,0.04911047616042197
synthetic_control,RandomForest,540,60,6,0.0014263895573094487,0.00860487762838602,0.008217141963541508,1.0,0.09055582503788173
synthetic_control,XGBoost,540,60,6,0.0012590686092153192,0.008601810783147812,0.008232432417571545,1.0,0.08484781393781304
texture,CatBoost,4950,550,11,0.012402628548443317,0.022138649597764015,0.007264185231178999,0.9927272796630859,0.06640783906914294
texture,ExtraTrees,4950,550,11,0.021251246333122253,0.039927318692207336,0.0071984040550887585,0.9854545593261719,0.3659231730271131
texture,LightGBM,4950,550,11,0.0062146494165062904,0.013592285104095936,0.004691011738032103,0.996363639831543,0.21306985896080732
texture,LinearModel,4950,550,11,0.010125280357897282,0.0344659760594368,0.005104650743305683,0.9945454597473145,0.05501619400456548
texture,NeuralNetFastAI,4950,550,11,0.010212617926299572,0.09362801164388657,0.005271792411804199,0.9945454597473145,0.22979620494879782
texture,NeuralNetTorch,4950,550,11,0.004289594013243914,0.05609121546149254,0.002535797655582428,0.9981818199157715,0.036147647770121694
texture,RandomForest,4950,550,11,0.027508050203323364,0.04967344179749489,0.01052919402718544,0.9836363792419434,0.09260232280939817
texture,XGBoost,4950,550,11,0.015719350427389145,0.029020648449659348,0.004580124747008085,0.9890909194946289,0.15917804487980902
vehicle,CatBoost,761,85,4,0.27248871326446533,0.44746893644332886,0.0898127406835556,0.7764706015586853,0.01922603277489543
vehicle,ExtraTrees,761,85,4,0.26383447647094727,0.45288822054862976,0.06222839653491974,0.7882353067398071,0.03229200607165694
vehicle,LightGBM,761,85,4,0.2613906264305115,0.4245798885822296,0.08525168150663376,0.8235294222831726,0.02369807893410325
vehicle,LinearModel,761,85,4,0.21198606491088867,0.3378778398036957,0.07550966739654541,0.8352941274642944,0.015797324012964964
vehicle,NeuralNetFastAI,761,85,4,0.17612199485301971,0.2970496714115143,0.05510568991303444,0.8823529481887817,0.018863159930333495
vehicle,NeuralNetTorch,761,85,4,0.18049514293670654,0.29948657751083374,0.07013493776321411,0.8588235378265381,0.026305819861590862
vehicle,RandomForest,761,85,4,0.27330484986305237,0.4552277624607086,0.07600554823875427,0.800000011920929,0.02910632803104818
vehicle,XGBoost,761,85,4,0.26865363121032715,0.45172935724258423,0.06698564440011978,0.800000011920929,0.018103219103068113
volcanoes-a2,CatBoost,1460,163,5,0.11031950265169144,0.23470526933670044,0.045981306582689285,0.907975435256958,0.026330885011702776
volcanoes-a2,ExtraTrees,1460,163,5,0.11182761937379837,0.24286651611328125,0.053917303681373596,0.9141104221343994,0.039195672143250704
volcanoes-a2,LightGBM,1460,163,5,0.10570862889289856,0.22746646404266357,0.04377840459346771,0.9263803958892822,0.041730432072654366
volcanoes-a2,LinearModel,1460,163,5,0.11000064760446548,0.23787808418273926,0.05138394236564636,0.9263803958892822,0.022153030848130584
volcanoes-a2,NeuralNetFastAI,1460,163,5,0.10880210250616074,0.2338009923696518,0.052597418427467346,0.9202454090118408,0.019801259972155094
volcanoes-a2,NeuralNetTorch,1460,163,5,0.10968942195177078,0.2344203144311905,0.03770459070801735,0.9202454090118408,0.020481768064200878
volcanoes-a2,RandomForest,1460,163,5,0.1136169582605362,0.24684178829193115,0.05656292289495468,0.9141104221343994,0.031519727082923055
volcanoes-a2,XGBoost,1460,163,5,0.10673540830612183,0.23655478656291962,0.052177466452121735,0.9263803958892822,0.0342449969612062
volcanoes-a3,CatBoost,1368,153,5,0.14224164187908173,0.30548012256622314,0.07344996184110641,0.9084967374801636,0.02773797116242349
volcanoes-a3,ExtraTrees,1368,153,5,0.14049690961837769,0.3015742003917694,0.03779611364006996,0.8954248428344727,0.040277624037116766
volcanoes-a3,LightGBM,1368,153,5,0.1409578025341034,0.2993594706058502,0.05422554165124893,0.9019607901573181,0.03660928597673774
volcanoes-a3,LinearModel,1368,153,5,0.14263056218624115,0.31191110610961914,0.050845611840486526,0.8823529481887817,0.018918607151135802
volcanoes-a3,NeuralNetFastAI,1368,153,5,0.14278645813465118,0.314072847366333,0.047050777822732925,0.8888888955116272,0.03025818499736488
volcanoes-a3,NeuralNetTorch,1368,153,5,0.14032834768295288,0.30293190479278564,0.03854851424694061,0.9019607901573181,0.029019161127507687
volcanoes-a3,RandomForest,1368,153,5,0.14330516755580902,0.31008458137512207,0.05341775715351105,0.8954248428344727,0.03511879104189575
volcanoes-a3,XGBoost,1368,153,5,0.14973224699497223,0.3203362822532654,0.06779226660728455,0.8954248428344727,0.03145139594562352
volcanoes-a4,CatBoost,1363,152,5,0.13076426088809967,0.30843132734298706,0.058769162744283676,0.9210526347160339,0.02820094581693411
